Gender,Own_Car,Own_Property,Children_Count,Annual_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Employment_Days,Age_Days,Has_Work_Phone,Has_Phone,Has_Email,Occupation_Type,Family_Members,Status
M,N,N,2,187405,Working,Secondary / secondary special,Married,House / apartment,-5258,-15204,0,0,1,Cooking staff,2,1
M,N,N,3,233575,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-11589,-23925,0,1,0,Drivers,3,0
M,Y,Y,2,206030,Working,Higher education,Separated,House / apartment,-14918,-8288,0,1,0,Drivers,3,1
M,Y,Y,0,134812,Working,Secondary / secondary special,Married,With parents,-9304,-10567,0,0,0,Cleaning staff,3,0
M,N,N,2,112625,Working,Secondary / secondary special,Married,House / apartment,-1237,-21523,0,0,1,Sales staff,2,0
M,N,Y,0,295639,Commercial associate,Higher education,Separated,House / apartment,-1686,-17876,1,0,0,Accountants,2,1
M,Y,Y,0,150960,Working,Secondary / secondary special,Single / not married,House / apartment,-5329,-7614,0,0,0,Secretaries,3,1
M,N,Y,0,147033,Pensioner,Secondary / secondary special,Single / not married,House / apartment,6,-10298,0,0,0,Secretaries,4,0
F,N,N,2,83541,Working,Secondary / secondary special,Single / not married,House / apartment,-4525,-22179,0,0,0,Cleaning staff,1,0
M,N,N,0,163223,Working,Secondary / secondary special,Married,House / apartment,-276,-15343,0,0,0,High skill tech staff,2,0
F,Y,Y,0,172368,Working,Secondary / secondary special,Married,Co-op apartment,-12560,-13583,0,0,0,Secretaries,2,1
M,N,Y,0,208368,Working,Higher education,Married,House / apartment,-9240,-12061,1,0,0,Laborers,1,1
F,Y,N,2,79106,Pensioner,Higher education,Married,House / apartment,18,-16314,1,0,0,Managers,2,0
M,N,Y,1,128616,Pensioner,Secondary / secondary special,Married,House / apartment,1,-22584,0,1,0,Managers,1,0
M,Y,N,0,178099,Commercial associate,Academic degree,Married,House / apartment,-1106,-22858,0,1,0,Sales staff,3,1
F,Y,Y,1,199460,Working,Higher education,Civil marriage,House / apartment,-1731,-14766,1,0,0,Sales staff,2,1
F,N,Y,1,117820,Working,Secondary / secondary special,Married,Co-op apartment,-6204,-24793,1,0,0,Medicine staff,1,0
F,Y,Y,1,128671,Working,Secondary / secondary special,Married,Municipal apartment,-8574,-14154,0,0,0,Cooking staff,1,1
M,N,Y,0,76526,State servant,Higher education,Married,House / apartment,-2475,-16336,0,0,0,High skill tech staff,3,0
M,Y,N,2,116860,Working,Incomplete higher,Married,House / apartment,-7094,-9754,0,1,0,Laborers,2,0
F,N,Y,0,254725,Commercial associate,Secondary / secondary special,Married,House / apartment,-6078,-20644,0,0,0,IT staff,3,1
F,Y,N,1,108397,Working,Higher education,Single / not married,House / apartment,-1370,-18976,0,0,0,Cleaning staff,2,0
F,Y,Y,0,70009,Working,Secondary / secondary special,Civil marriage,House / apartment,-718,-17395,0,1,0,Secretaries,3,0
F,Y,Y,0,241077,Working,Secondary / secondary special,Married,With parents,-13640,-23564,1,0,0,Managers,2,1
M,N,Y,0,102237,Working,Secondary / secondary special,Married,House / apartment,-12922,-13237,0,0,0,IT staff,1,1
F,N,Y,1,115425,Pensioner,Higher education,Single / not married,Rented apartment,27,-11996,0,0,0,Sales staff,2,0
M,N,N,0,225173,Working,Secondary / secondary special,Married,House / apartment,-1798,-16302,0,0,0,Medicine staff,2,1
M,N,Y,2,249388,Commercial associate,Secondary / secondary special,Married,House / apartment,-7207,-14203,0,1,0,Secretaries,2,1
M,N,Y,0,130490,Working,Secondary / secondary special,Married,Rented apartment,-13363,-22219,0,0,0,Private service staff,3,0
F,Y,Y,1,213711,State servant,Higher education,Separated,House / apartment,-1084,-24557,0,1,0,Accountants,2,1
M,N,Y,2,247076,Working,Higher education,Married,House / apartment,-458,-8499,1,0,0,Cooking staff,1,1
M,N,Y,1,86131,Pensioner,Secondary / secondary special,Separated,House / apartment,28,-15268,1,0,0,Accountants,2,0
F,N,N,2,191790,Pensioner,Incomplete higher,Married,House / apartment,1,-14038,0,1,0,Sales staff,3,0
M,N,Y,1,136827,State servant,Secondary / secondary special,Married,House / apartment,-11700,-24434,0,1,0,Core staff,5,0
F,Y,Y,0,156407,Working,Secondary / secondary special,Single / not married,House / apartment,-10996,-20817,1,1,0,Private service staff,3,1
M,N,Y,2,43396,Commercial associate,Secondary / secondary special,Married,House / apartment,-14418,-17074,0,0,0,Secretaries,2,1
F,N,N,0,128722,Working,Secondary / secondary special,Married,With parents,-6349,-15156,0,1,0,IT staff,3,0
F,N,Y,1,152580,Working,Secondary / secondary special,Married,House / apartment,-6673,-19199,0,1,0,Core staff,4,1
M,N,Y,2,95506,Working,Higher education,Married,House / apartment,-4832,-11204,0,1,0,High skill tech staff,3,1
M,Y,Y,0,184624,Working,Higher education,Married,House / apartment,-5831,-8979,0,0,0,Drivers,2,1
M,Y,Y,0,129038,State servant,Higher education,Single / not married,House / apartment,-6525,-19500,0,0,1,Sales staff,2,1
M,N,Y,1,114171,Working,Higher education,Single / not married,House / apartment,-3911,-19598,1,0,0,Managers,2,0
F,N,Y,2,276623,Commercial associate,Higher education,Separated,House / apartment,-12602,-20219,0,0,0,High skill tech staff,2,1
M,Y,N,3,167240,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10888,-22314,0,0,0,Cleaning staff,3,0
F,Y,Y,1,233638,Commercial associate,Higher education,Single / not married,House / apartment,-13762,-9485,0,0,0,IT staff,2,1
M,Y,N,1,186792,Commercial associate,Higher education,Single / not married,With parents,-11534,-7413,0,1,0,Cleaning staff,1,1
F,Y,Y,3,169872,Working,Incomplete higher,Civil marriage,Municipal apartment,-9482,-19944,1,0,0,High skill tech staff,3,1
F,N,Y,0,238825,Commercial associate,Secondary / secondary special,Married,House / apartment,-4347,-13871,0,0,0,Cleaning staff,3,1
F,N,Y,0,173876,Working,Secondary / secondary special,Married,House / apartment,-9637,-17943,0,0,0,Security staff,2,1
F,N,Y,2,140852,State servant,Higher education,Single / not married,House / apartment,-11834,-12901,0,0,0,Cleaning staff,3,1
M,N,N,2,126097,Pensioner,Higher education,Married,House / apartment,12,-9145,0,0,0,IT staff,2,0
M,Y,Y,2,159045,State servant,Secondary / secondary special,Separated,House / apartment,-4755,-11422,0,0,0,Medicine staff,4,1
F,Y,Y,0,186999,Working,Higher education,Married,Office apartment,-14221,-19817,1,0,0,Security staff,4,1
F,N,Y,0,118133,Working,Secondary / secondary special,Married,House / apartment,-12866,-8674,0,0,0,Medicine staff,2,0
F,N,N,1,149212,Working,Lower secondary,Single / not married,Rented apartment,-12764,-8304,0,0,0,Private service staff,3,0
M,N,Y,0,286194,Working,Secondary / secondary special,Married,House / apartment,-13361,-16646,0,0,0,Core staff,4,1
F,Y,N,0,234597,Working,Secondary / secondary special,Widow,House / apartment,-6389,-7088,0,0,0,Drivers,2,0
F,N,Y,2,57127,Commercial associate,Secondary / secondary special,Widow,House / apartment,-4982,-12420,0,0,0,Medicine staff,2,0
M,N,Y,0,201384,Working,Secondary / secondary special,Single / not married,With parents,-3670,-15243,1,1,0,Private service staff,3,1
M,N,Y,2,140331,Working,Secondary / secondary special,Married,House / apartment,-11311,-9240,0,0,0,High skill tech staff,2,1
F,N,Y,0,93935,Pensioner,Higher education,Married,House / apartment,21,-20232,0,0,0,IT staff,2,1
F,N,Y,1,61015,Commercial associate,Incomplete higher,Married,House / apartment,-10045,-24602,1,0,0,Secretaries,4,0
F,Y,Y,0,212974,Working,Secondary / secondary special,Civil marriage,With parents,-6602,-9756,0,0,0,Security staff,3,1
M,Y,N,0,270535,Working,Higher education,Married,With parents,-7628,-7569,0,0,0,Security staff,2,1
F,Y,N,0,247100,Working,Secondary / secondary special,Married,House / apartment,-11610,-24761,0,0,0,Core staff,2,1
M,Y,N,4,94836,Working,Secondary / secondary special,Married,House / apartment,-7750,-18536,0,1,0,Accountants,2,0
M,N,Y,2,244236,Commercial associate,Secondary / secondary special,Married,Office apartment,-241,-24329,0,0,0,Cleaning staff,2,1
M,N,Y,1,224205,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-7751,-22539,0,1,0,Private service staff,2,0
F,N,Y,0,101752,Pensioner,Higher education,Married,House / apartment,29,-23913,0,0,0,Secretaries,3,0
F,Y,N,3,129341,Pensioner,Secondary / secondary special,Married,With parents,0,-18224,0,0,0,Accountants,2,0
F,N,N,0,373777,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11204,-15666,0,0,0,Medicine staff,2,0
M,N,Y,0,103374,Working,Higher education,Civil marriage,House / apartment,-12466,-19876,0,0,0,Cooking staff,2,0
F,N,Y,1,115008,Working,Higher education,Civil marriage,House / apartment,-12820,-12849,1,1,0,Security staff,5,1
M,N,Y,3,61347,Pensioner,Incomplete higher,Single / not married,House / apartment,26,-8475,0,0,0,Cooking staff,2,0
F,N,Y,0,307008,Working,Incomplete higher,Married,Municipal apartment,-2598,-8220,0,1,0,High skill tech staff,1,1
M,N,Y,0,129828,Working,Secondary / secondary special,Married,House / apartment,-288,-7061,0,0,0,Managers,1,0
M,Y,Y,3,164050,Working,Secondary / secondary special,Widow,House / apartment,-10694,-17946,0,0,0,Security staff,3,1
F,N,Y,0,244637,Working,Secondary / secondary special,Widow,Municipal apartment,-10773,-14300,0,0,0,IT staff,3,1
M,Y,Y,0,153545,Pensioner,Higher education,Married,With parents,17,-23972,0,1,0,Sales staff,2,1
F,Y,Y,1,159923,Working,Secondary / secondary special,Single / not married,House / apartment,-2559,-14632,0,0,0,Security staff,2,1
F,Y,N,2,260522,Commercial associate,Incomplete higher,Separated,House / apartment,-1793,-7946,0,0,0,High skill tech staff,1,1
M,N,Y,1,196351,Working,Secondary / secondary special,Married,With parents,-13554,-8878,1,0,0,Cooking staff,2,1
F,N,Y,5,233913,Commercial associate,Secondary / secondary special,Married,With parents,-14049,-20406,1,1,0,High skill tech staff,2,0
M,N,Y,1,123022,Pensioner,Secondary / secondary special,Single / not married,With parents,2,-10389,1,1,0,Private service staff,1,0
F,Y,Y,0,114369,Pensioner,Higher education,Widow,House / apartment,19,-11606,1,0,0,Core staff,1,0
F,N,Y,5,197503,Working,Secondary / secondary special,Single / not married,House / apartment,-13283,-23145,0,0,0,Laborers,1,0
F,N,N,0,192846,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-10758,-8681,0,0,1,Drivers,1,1
M,N,Y,0,209347,Working,Secondary / secondary special,Married,Municipal apartment,-11195,-10015,0,0,0,Medicine staff,3,1
F,N,Y,1,258520,Commercial associate,Secondary / secondary special,Married,House / apartment,-9087,-14730,0,0,0,Accountants,2,1
F,Y,Y,0,338498,Commercial associate,Secondary / secondary special,Married,House / apartment,-3610,-11403,0,1,0,Security staff,2,1
M,N,Y,0,280707,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-7525,-15120,0,1,0,IT staff,2,1
M,N,N,0,270966,Working,Secondary / secondary special,Married,House / apartment,-10190,-8047,0,0,0,Sales staff,5,1
F,Y,N,1,267015,Commercial associate,Secondary / secondary special,Married,House / apartment,-13404,-12114,0,0,0,High skill tech staff,4,0
F,N,Y,2,180601,Working,Lower secondary,Separated,House / apartment,-434,-7470,0,1,0,Secretaries,2,0
F,N,N,1,137835,Pensioner,Lower secondary,Married,House / apartment,29,-13034,0,0,0,Security staff,2,0
F,N,Y,5,161341,Working,Secondary / secondary special,Civil marriage,House / apartment,-1189,-18486,0,0,0,Laborers,2,0
F,Y,N,0,219493,Commercial associate,Secondary / secondary special,Married,House / apartment,-3075,-20100,0,0,0,High skill tech staff,2,1
M,Y,Y,0,220166,Working,Secondary / secondary special,Married,House / apartment,-11784,-12399,0,1,0,Security staff,1,1
M,Y,N,0,173272,Working,Academic degree,Married,Office apartment,-5902,-8589,0,0,0,Managers,3,1
M,N,N,0,317657,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-1066,-9699,0,0,0,Sales staff,2,0
F,N,Y,0,122097,Working,Secondary / secondary special,Married,Rented apartment,-3058,-19651,0,0,0,Core staff,4,0
M,Y,Y,2,121018,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,25,-23971,1,0,0,Security staff,2,0
F,N,N,3,214212,Commercial associate,Secondary / secondary special,Married,House / apartment,-682,-18384,0,1,0,Security staff,3,0
F,N,N,4,224161,Commercial associate,Secondary / secondary special,Married,House / apartment,-2750,-23004,0,1,0,Cooking staff,3,1
F,Y,Y,0,211273,Working,Higher education,Married,House / apartment,-4654,-7275,0,0,0,Managers,1,1
M,N,Y,2,258970,Working,Secondary / secondary special,Separated,House / apartment,-572,-9307,0,1,0,Core staff,2,1
F,N,Y,0,206189,Commercial associate,Higher education,Married,House / apartment,-9245,-24626,0,0,0,Laborers,2,1
M,Y,Y,0,56315,Working,Secondary / secondary special,Married,House / apartment,-1884,-13439,0,0,0,Cooking staff,2,1
F,Y,Y,2,255675,Commercial associate,Higher education,Civil marriage,Co-op apartment,-8717,-21955,1,1,0,Medicine staff,2,1
M,N,Y,1,256479,Working,Secondary / secondary special,Married,House / apartment,-13663,-10272,0,0,0,Laborers,3,1
M,N,N,0,235483,Working,Secondary / secondary special,Married,House / apartment,-2702,-11162,0,0,1,Cleaning staff,2,1
F,N,Y,0,140238,Working,Higher education,Married,House / apartment,-4313,-19051,0,0,0,Cleaning staff,4,1
M,N,N,0,185205,Working,Incomplete higher,Single / not married,House / apartment,-12026,-24195,0,0,0,IT staff,1,1
M,Y,Y,2,148029,Working,Secondary / secondary special,Married,Rented apartment,-4366,-18648,0,0,0,Sales staff,5,0
F,Y,Y,1,162154,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1184,-18530,0,1,0,Cooking staff,2,1
F,N,Y,4,136524,Pensioner,Secondary / secondary special,Married,House / apartment,10,-24722,0,0,0,Medicine staff,3,0
F,Y,Y,0,108148,Working,Incomplete higher,Married,Rented apartment,-6448,-23595,0,0,1,Laborers,2,0
F,Y,Y,0,199975,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8174,-16021,0,1,0,High skill tech staff,1,1
F,N,Y,1,113758,Working,Secondary / secondary special,Married,House / apartment,-3744,-17850,0,1,0,Laborers,4,0
M,N,Y,1,111672,State servant,Secondary / secondary special,Separated,House / apartment,-9333,-7284,1,0,1,IT staff,2,0
M,N,Y,0,175860,Commercial associate,Secondary / secondary special,Married,With parents,-2071,-16935,0,0,0,Laborers,3,1
M,N,Y,2,404133,Commercial associate,Secondary / secondary special,Married,House / apartment,-6236,-12436,0,1,0,Sales staff,3,1
F,Y,Y,2,168907,Working,Lower secondary,Married,Municipal apartment,-4853,-17008,1,1,0,Cleaning staff,2,1
F,N,N,3,89655,Working,Secondary / secondary special,Married,Rented apartment,-6987,-21551,0,1,0,Medicine staff,2,0
M,Y,N,2,230396,Working,Incomplete higher,Married,House / apartment,-11956,-24568,0,0,0,Private service staff,3,1
F,N,Y,2,133069,Commercial associate,Secondary / secondary special,Married,House / apartment,-5224,-23991,0,0,0,Medicine staff,1,0
F,N,Y,1,141225,Working,Incomplete higher,Married,Municipal apartment,-9982,-17721,0,0,0,Drivers,3,0
M,N,Y,2,67620,Pensioner,Higher education,Married,House / apartment,8,-12959,1,0,0,Laborers,4,0
F,N,N,0,210939,Working,Secondary / secondary special,Married,Co-op apartment,-12767,-19809,0,0,0,Private service staff,1,1
F,N,Y,0,140653,Pensioner,Higher education,Married,House / apartment,18,-16492,0,0,0,Drivers,1,0
F,Y,Y,0,148809,Working,Secondary / secondary special,Married,House / apartment,-9363,-9620,1,0,0,Sales staff,3,0
M,N,Y,1,100053,Working,Secondary / secondary special,Married,House / apartment,-7533,-19693,0,1,0,Private service staff,2,1
F,N,Y,0,217885,Working,Secondary / secondary special,Married,House / apartment,-11754,-20784,0,0,0,Core staff,2,1
F,Y,Y,4,227944,Working,Secondary / secondary special,Single / not married,House / apartment,-4994,-23635,0,1,1,Secretaries,1,0
F,N,N,0,180367,Working,Higher education,Single / not married,With parents,-294,-18204,0,0,0,Accountants,2,0
F,N,Y,0,190285,Pensioner,Higher education,Married,House / apartment,17,-15873,0,0,0,Secretaries,1,1
F,Y,Y,1,239662,Working,Secondary / secondary special,Married,With parents,-13111,-13021,0,0,0,Cleaning staff,2,1
F,N,Y,0,211682,Working,Incomplete higher,Married,House / apartment,-7324,-22232,0,0,1,Accountants,3,1
M,N,Y,0,145437,Pensioner,Incomplete higher,Separated,House / apartment,28,-24505,0,1,0,Core staff,2,0
F,N,N,0,182945,Working,Secondary / secondary special,Married,With parents,-1485,-21408,1,1,0,Cleaning staff,2,1
F,N,Y,1,149833,State servant,Secondary / secondary special,Married,Co-op apartment,-12345,-22768,0,0,0,Cooking staff,5,0
M,N,N,1,113780,State servant,Secondary / secondary special,Married,Municipal apartment,-4479,-16952,0,0,1,Private service staff,3,0
F,N,Y,2,164265,Working,Higher education,Separated,Municipal apartment,-11282,-10333,0,0,0,Core staff,4,1
F,N,Y,2,153857,Working,Secondary / secondary special,Single / not married,House / apartment,-9465,-12000,0,0,0,IT staff,2,1
F,Y,N,0,178027,Working,Secondary / secondary special,Married,Municipal apartment,-5752,-18281,0,0,0,Core staff,3,0
F,N,Y,0,99045,Pensioner,Higher education,Married,House / apartment,5,-20555,1,0,1,Security staff,1,0
M,N,N,0,212853,Commercial associate,Higher education,Separated,House / apartment,-5302,-9827,0,0,0,Cleaning staff,1,1
F,Y,Y,2,308963,Commercial associate,Secondary / secondary special,Married,House / apartment,-517,-22633,0,1,0,Secretaries,2,0
F,N,N,0,147246,Pensioner,Incomplete higher,Married,Municipal apartment,20,-14224,0,0,0,Managers,2,0
